"NG_TH_ID","TH_ID","NG_ID","Thread.Title","URL","Date","Number.of.Messages","newsgroup"
"NG04_TH02232","TH02232","NG04","How did the others do?","https://groups.google.com./g/net.politics/c/JfqG5v-ks00",1984-11-12,1,"netpolitics"
"NG04_TH02231","TH02231","NG04","Laws Nobody Obeys ARE NEEDED ??","https://groups.google.com./g/net.politics/c/zDySo9CF4X8",1984-11-11,2,"netpolitics"
"NG04_TH02230","TH02230","NG04","Indira Gandhi's assassination","https://groups.google.com./g/net.politics/c/_wgz3KLwsWI",1984-11-11,1,"netpolitics"
"NG04_TH02229","TH02229","NG04","'Majority' rule - (nf)","https://groups.google.com./g/net.politics/c/VC4LcGOlFS0",1984-11-11,3,"netpolitics"
"NG04_TH02228","TH02228","NG04","Comments on the Libertarian Platform","https://groups.google.com./g/net.politics/c/76C4U50QG2c",1984-11-10,3,"netpolitics"
"NG04_TH02227","TH02227","NG04","LP platform - part nine (and last)","https://groups.google.com./g/net.politics/c/gWxRm3GmE-A",1984-11-09,1,"netpolitics"
"NG04_TH02226","TH02226","NG04","LP platform - part eight","https://groups.google.com./g/net.politics/c/uSPb1iHKTt8",1984-11-09,1,"netpolitics"
"NG04_TH02225","TH02225","NG04","LP platform - part seven","https://groups.google.com./g/net.politics/c/pIBaSFMHP7U",1984-11-09,1,"netpolitics"
"NG04_TH02224","TH02224","NG04","SPACE Issues in the Election","https://groups.google.com./g/net.politics/c/cCcVxLlHm6k",1984-11-09,9,"netpolitics"
"NG04_TH02223","TH02223","NG04","Mr. Rizzo on the election","https://groups.google.com./g/net.politics/c/iVu74O2j18o",1984-11-09,1,"netpolitics"
"NG04_TH02222","TH02222","NG04","The Emergency Response Network [reposting]","https://groups.google.com./g/net.politics/c/A1Aab8NUn_Q",1984-11-09,4,"netpolitics"
"NG04_TH02221","TH02221","NG04","volunteers: Declaration of Independence","https://groups.google.com./g/net.politics/c/cF5s22w1xIg",1984-11-09,3,"netpolitics"
"NG04_TH02220","TH02220","NG04","RReaganites Circumvent Campaign Spending Law","https://groups.google.com./g/net.politics/c/j9Q-_yD9lng",1984-11-09,5,"netpolitics"
"NG04_TH02219","TH02219","NG04","The Party's over...","https://groups.google.com./g/net.politics/c/0g4-W6LtMNw",1984-11-09,1,"netpolitics"
"NG04_TH02218","TH02218","NG04","Was Walter Wrong?","https://groups.google.com./g/net.politics/c/Q4PCKiRDwtI",1984-11-09,1,"netpolitics"
"NG04_TH02217","TH02217","NG04","starvation and freedom","https://groups.google.com./g/net.politics/c/qhsreA3TrwA",1984-11-09,3,"netpolitics"
"NG04_TH02216","TH02216","NG04","libertarianism vs. efficiency","https://groups.google.com./g/net.politics/c/6p2_bYLtOWE",1984-11-09,1,"netpolitics"
"NG04_TH02215","TH02215","NG04","RReaganites Circumvent Campaign Spen","https://groups.google.com./g/net.politics/c/xWk4ao-SK8A",1984-11-09,1,"netpolitics"
"NG04_TH02214","TH02214","NG04","not.history","https://groups.google.com./g/net.politics/c/ri9srPXjcTw",1984-11-08,3,"netpolitics"
"NG04_TH02213","TH02213","NG04","Taxes (errata)","https://groups.google.com./g/net.politics/c/NVWbYZCPJCQ",1984-11-08,1,"netpolitics"
"NG04_TH02212","TH02212","NG04","Electoral Comparison","https://groups.google.com./g/net.politics/c/_pNNmtkb8_c",1984-11-08,2,"netpolitics"
"NG04_TH02211","TH02211","NG04","democratic elections El Salvador vs. Nicaragua","https://groups.google.com./g/net.politics/c/0dOd9xB8kWo",1984-11-08,1,"netpolitics"
"NG04_TH02210","TH02210","NG04","Corrupting Youth","https://groups.google.com./g/net.politics/c/LaGhnAaH52I",1984-11-08,11,"netpolitics"
"NG04_TH02209","TH02209","NG04","US NEWS on Woman Leaders","https://groups.google.com./g/net.politics/c/pOsfNxMpAds",1984-11-08,1,"netpolitics"
"NG04_TH02208","TH02208","NG04","Orphaned Response - (nf)","https://groups.google.com./g/net.politics/c/1EI1u4iWzn8",1984-11-08,3,"netpolitics"
"NG04_TH02207","TH02207","NG04","fellowship announcement","https://groups.google.com./g/net.politics/c/T46lSQGDIuM",1984-11-07,1,"netpolitics"
"NG04_TH02206","TH02206","NG04","NOT unanimous","https://groups.google.com./g/net.politics/c/-eOZwm44kd8",1984-11-07,1,"netpolitics"
"NG04_TH02205","TH02205","NG04","Abortion doesn't belong on net.politics","https://groups.google.com./g/net.politics/c/8B1SllW2LL0",1984-11-07,3,"netpolitics"
"NG04_TH02204","TH02204","NG04","Women Heads of State (Summary)","https://groups.google.com./g/net.politics/c/ObnkLO8G-Xk",1984-11-07,4,"netpolitics"
"NG04_TH02203","TH02203","NG04","Americans=finest people: Mondale","https://groups.google.com./g/net.politics/c/Vmw8rVbvDfs",1984-11-07,1,"netpolitics"
"NG04_TH02202","TH02202","NG04","chronic war preparers, a correction","https://groups.google.com./g/net.politics/c/86TFbitvPa8",1984-11-07,1,"netpolitics"
"NG04_TH02201","TH02201","NG04","The *Official* Response to the Election....","https://groups.google.com./g/net.politics/c/taxZdrwHNoM",1984-11-07,1,"netpolitics"
"NG04_TH02200","TH02200","NG04","A Mandate?","https://groups.google.com./g/net.politics/c/3EkOlTDenYg",1984-11-07,1,"netpolitics"
"NG04_TH02199","TH02199","NG04","Liberterianism","https://groups.google.com./g/net.politics/c/pULL4uPsF9E",1984-11-07,35,"netpolitics"
"NG04_TH02198","TH02198","NG04","election night","https://groups.google.com./g/net.politics/c/fQ3-TJzqLUA",1984-11-06,1,"netpolitics"
"NG04_TH02197","TH02197","NG04","abortion for poor women","https://groups.google.com./g/net.politics/c/S2CbkDywkQI",1984-11-06,1,"netpolitics"
"NG04_TH02196","TH02196","NG04","Milo, Oh Milo, can you hear us....","https://groups.google.com./g/net.politics/c/yg0lVesFB1M",1984-11-06,2,"netpolitics"
"NG04_TH02195","TH02195","NG04","Ronald Reagan's homophobic career: V","https://groups.google.com./g/net.politics/c/kfKdT83dZUs",1984-11-06,2,"netpolitics"
"NG04_TH02194","TH02194","NG04","starving libertarians","https://groups.google.com./g/net.politics/c/hLk-LzKAy8Q",1984-11-06,2,"netpolitics"
"NG04_TH02193","TH02193","NG04","grenada and the chronic war preparers","https://groups.google.com./g/net.politics/c/6hyQXT9xGrU",1984-11-06,1,"netpolitics"
"NG04_TH02192","TH02192","NG04","Crowd-getters in the Final Days: Mas - (nf)","https://groups.google.com./g/net.politics/c/VR0ojFGU6fo",1984-11-06,1,"netpolitics"
"NG04_TH02191","TH02191","NG04","Public Goods--econ lesson for renner - (nf)","https://groups.google.com./g/net.politics/c/0ONlTJjTNcg",1984-11-06,1,"netpolitics"
"NG04_TH02190","TH02190","NG04","A Question for Libertarians - (nf)","https://groups.google.com./g/net.politics/c/iYbSiOokhVM",1984-11-06,1,"netpolitics"
"NG04_TH02189","TH02189","NG04","Corrupting youth: Conservative [sic.] Campus Tabloids","https://groups.google.com./g/net.politics/c/5TL918OSLVs",1984-11-05,14,"netpolitics"
"NG04_TH02188","TH02188","NG04","Corrupting youth con't","https://groups.google.com./g/net.politics/c/6Wd5cROoIzg",1984-11-05,10,"netpolitics"
"NG04_TH02187","TH02187","NG04","people -- not so bad after all","https://groups.google.com./g/net.politics/c/cHQ0jZvnIo0",1984-11-05,1,"netpolitics"
"NG04_TH02186","TH02186","NG04","Fuzzy headed liberal","https://groups.google.com./g/net.politics/c/pH7ITb3zV3c",1984-11-05,1,"netpolitics"
"NG04_TH02185","TH02185","NG04","Gandhi Assassination - Media Distortion of facts","https://groups.google.com./g/net.politics/c/F3V7JzHr1IY",1984-11-05,3,"netpolitics"
"NG04_TH02184","TH02184","NG04","Ronald Reagan's Homophobic Career: VII","https://groups.google.com./g/net.politics/c/-SGgmm7cFc8",1984-11-05,1,"netpolitics"
"NG04_TH02183","TH02183","NG04","grenada and the new book milo refers to","https://groups.google.com./g/net.politics/c/0tLSUg2pwUg",1984-11-05,3,"netpolitics"
"NG04_TH02182","TH02182","NG04","Why would I vote for W.M. etal","https://groups.google.com./g/net.politics/c/Cyv29R0D-p8",1984-11-05,1,"netpolitics"
"NG04_TH02181","TH02181","NG04","Exercise","https://groups.google.com./g/net.politics/c/vRSZmrGtw9g",1984-11-05,1,"netpolitics"
"NG04_TH02180","TH02180","NG04","Rabid!jj on the current presidential race","https://groups.google.com./g/net.politics/c/VGXJp1z3vTY",1984-11-05,1,"netpolitics"
"NG04_TH02179","TH02179","NG04","The polls don't mean a thing.","https://groups.google.com./g/net.politics/c/21MuctRgj4M",1984-11-05,2,"netpolitics"
"NG04_TH02178","TH02178","NG04","Nuclear War Casualitties","https://groups.google.com./g/net.politics/c/QlLVCDxg4m0",1984-11-05,1,"netpolitics"
"NG04_TH02177","TH02177","NG04","The polls don't mean a thing.","https://groups.google.com./g/net.politics/c/OLt1RXBdpaw",1984-11-05,1,"netpolitics"
"NG04_TH02176","TH02176","NG04","More on Ray ""the Sham of it all"" Shamie","https://groups.google.com./g/net.politics/c/aHTTm6e3czo",1984-11-05,1,"netpolitics"
"NG04_TH02175","TH02175","NG04","Fuzzy headed liberals: Part II","https://groups.google.com./g/net.politics/c/Xv6_u1D9kJ4",1984-11-05,5,"netpolitics"
"NG04_TH02174","TH02174","NG04","Crowd-getters in the Final Days: Massachusetts","https://groups.google.com./g/net.politics/c/MsXxLkBedX8",1984-11-05,3,"netpolitics"
"NG04_TH02173","TH02173","NG04","Reagan's joke","https://groups.google.com./g/net.politics/c/7Vr81iXAweM",1984-11-05,10,"netpolitics"
"NG04_TH02172","TH02172","NG04","What Your Defense Dollar Buys You","https://groups.google.com./g/net.politics/c/lQfdTtExDhc",1984-11-05,2,"netpolitics"
"NG04_TH02171","TH02171","NG04","electoral comparison","https://groups.google.com./g/net.politics/c/hNLwb0MZPE4",1984-11-04,1,"netpolitics"
"NG04_TH02170","TH02170","NG04","Appointment of Supreme Court Judges","https://groups.google.com./g/net.politics/c/2kPkT8lPLhE",1984-11-04,1,"netpolitics"
"NG04_TH02169","TH02169","NG04","Public Goods--econ lesson for renner, glosser","https://groups.google.com./g/net.politics/c/XYaLnHL5e60",1984-11-04,2,"netpolitics"
"NG04_TH02168","TH02168","NG04","Schultz on International Terrorism","https://groups.google.com./g/net.politics/c/lx9sguIPX7Q",1984-11-04,6,"netpolitics"
"NG04_TH02167","TH02167","NG04","Say, WHAT?????","https://groups.google.com./g/net.politics/c/blxQgdH6nsI",1984-11-04,3,"netpolitics"
"NG04_TH02166","TH02166","NG04","Dartmouth Review - Followup","https://groups.google.com./g/net.politics/c/ivpO2c1TwiY",1984-11-04,1,"netpolitics"
"NG04_TH02165","TH02165","NG04","Ronald Reagan's Homophobic Career: IV","https://groups.google.com./g/net.politics/c/39NZWNlWo1Q",1984-11-04,5,"netpolitics"
"NG04_TH02164","TH02164","NG04","Fuzzy headed liberal","https://groups.google.com./g/net.politics/c/4lbcy2SbB3g",1984-11-04,2,"netpolitics"
"NG04_TH02163","TH02163","NG04","'Majority' rule - (nf)","https://groups.google.com./g/net.politics/c/yBbRoAOmnXA",1984-11-04,5,"netpolitics"
"NG04_TH02162","TH02162","NG04","let tired lies lie","https://groups.google.com./g/net.politics/c/AMxKbydHuvg",1984-11-03,1,"netpolitics"
"NG04_TH02161","TH02161","NG04","JoSH in fa.poli-sci","https://groups.google.com./g/net.politics/c/KytBVcfua4Q",1984-11-03,2,"netpolitics"
"NG04_TH02160","TH02160","NG04","Flip-flopping Fritz","https://groups.google.com./g/net.politics/c/pmu3-7cTypM",1984-11-03,3,"netpolitics"
"NG04_TH02159","TH02159","NG04","LP platform - part one","https://groups.google.com./g/net.politics/c/WceXsQDg1Yw",1984-11-03,2,"netpolitics"
"NG04_TH02158","TH02158","NG04","Giant Smokestacks","https://groups.google.com./g/net.politics/c/J_hqzEltOrA",1984-11-02,2,"netpolitics"
"NG04_TH02157","TH02157","NG04","Deja vu in the Philippines","https://groups.google.com./g/net.politics/c/jxH-k86dUe0",1984-11-02,3,"netpolitics"
"NG04_TH02156","TH02156","NG04","Ray ""the Sham"" Shamie: IIIrd & final part","https://groups.google.com./g/net.politics/c/Q-wGUxQA6xs",1984-11-02,1,"netpolitics"
"NG04_TH02155","TH02155","NG04","MARVed Missiles","https://groups.google.com./g/net.politics/c/CTKQ_HWjce4",1984-11-02,1,"netpolitics"
"NG04_TH02154","TH02154","NG04","Ray ""the Sham"" Shamie","https://groups.google.com./g/net.politics/c/22xJfkl_BNU",1984-11-02,1,"netpolitics"
"NG04_TH02153","TH02153","NG04","Mondale on Technology","https://groups.google.com./g/net.politics/c/mVM5npf-POc",1984-11-02,1,"netpolitics"
"NG04_TH02152","TH02152","NG04","The Cat in the Hat for President","https://groups.google.com./g/net.politics/c/Cx9WjxfOWRM",1984-11-02,1,"netpolitics"
"NG04_TH02151","TH02151","NG04","Sihhs and Hindus","https://groups.google.com./g/net.politics/c/P-KdUydvJUM",1984-11-02,1,"netpolitics"
"NG04_TH02150","TH02150","NG04","Ray ""the Sham"" Shamie, Bay State loonie","https://groups.google.com./g/net.politics/c/AgfH2u9uW24",1984-11-02,1,"netpolitics"
"NG04_TH02149","TH02149","NG04","Walter Wego speaks out - (nf)","https://groups.google.com./g/net.politics/c/PSsTtVpRd7E",1984-11-02,3,"netpolitics"
"NG04_TH02148","TH02148","NG04","Starving Libertarians - (nf)","https://groups.google.com./g/net.politics/c/-rmrOAgyTRU",1984-11-02,2,"netpolitics"
"NG04_TH02147","TH02147","NG04","Presidential Poll Results","https://groups.google.com./g/net.politics/c/ObwJZ__kBCQ",1984-11-02,1,"netpolitics"
"NG04_TH02146","TH02146","NG04","To all those voting for Mondale (or undecided)","https://groups.google.com./g/net.politics/c/RmH3n-6pwWo",1984-11-02,16,"netpolitics"
"NG04_TH02145","TH02145","NG04","A Question for Libertarians - (nf)","https://groups.google.com./g/net.politics/c/vIaK4Ion5e0",1984-11-02,3,"netpolitics"
"NG04_TH02144","TH02144","NG04","taxes and the deficit","https://groups.google.com./g/net.politics/c/AooRin17vdQ",1984-11-02,4,"netpolitics"
"NG04_TH02143","TH02143","NG04","A Few Short Words for Election Day","https://groups.google.com./g/net.politics/c/_Iq6tDvCwps",1984-11-02,1,"netpolitics"
"NG04_TH02142","TH02142","NG04","Women Heads of State","https://groups.google.com./g/net.politics/c/t0Omi3Q2bUk",1984-11-02,4,"netpolitics"
"NG04_TH02141","TH02141","NG04","A Question for Libertarians","https://groups.google.com./g/net.politics/c/0QEevqNZNA0",1984-11-02,7,"netpolitics"
"NG04_TH02140","TH02140","NG04","The Game of Nations","https://groups.google.com./g/net.politics/c/4cs_ijF-Lqc",1984-11-01,2,"netpolitics"
"NG04_TH02139","TH02139","NG04","libertarianism vs. efficiency","https://groups.google.com./g/net.politics/c/vUmb6tX499Q",1984-11-01,1,"netpolitics"
"NG04_TH02138","TH02138","NG04","Indira Gandhi's assassination","https://groups.google.com./g/net.politics/c/g-xnp9nXlRM",1984-11-01,1,"netpolitics"
"NG04_TH02137","TH02137","NG04","Electing A President and American Politics in general","https://groups.google.com./g/net.politics/c/RaTXCSPSbuU",1984-11-01,1,"netpolitics"
"NG04_TH02136","TH02136","NG04","Abortion and Capital Punishment","https://groups.google.com./g/net.politics/c/RYDi8boWSUs",1984-11-01,1,"netpolitics"
"NG04_TH02135","TH02135","NG04","*THIS* is a choice???","https://groups.google.com./g/net.politics/c/WUh4lm2dctU",1984-11-01,1,"netpolitics"
"NG04_TH02134","TH02134","NG04","Effewct of Ferraro'ds womanhood on financial hassles","https://groups.google.com./g/net.politics/c/abMOagT9jaw",1984-11-01,1,"netpolitics"
"NG04_TH02133","TH02133","NG04","Peace in the Middle East","https://groups.google.com./g/net.politics/c/7Acwv8zSgvM",1984-11-01,13,"netpolitics"
"NG04_TH02132","TH02132","NG04","Fuzzy headed liberal","https://groups.google.com./g/net.politics/c/T_hKvLQiGYA",1984-11-01,2,"netpolitics"
"NG04_TH02131","TH02131","NG04","negative.rights","https://groups.google.com./g/net.politics/c/fxEU2opeiEQ",1984-11-01,1,"netpolitics"
"NG04_TH02130","TH02130","NG04","LP platform - part four","https://groups.google.com./g/net.politics/c/3_vVK3hygto",1984-11-01,1,"netpolitics"
"NG04_TH02129","TH02129","NG04","LP platform - part three","https://groups.google.com./g/net.politics/c/U49b8Ysbcs0",1984-11-01,1,"netpolitics"
"NG04_TH02128","TH02128","NG04","LP platform - part two","https://groups.google.com./g/net.politics/c/jE5ZRIIczeo",1984-11-01,1,"netpolitics"
"NG04_TH02127","TH02127","NG04","ERA","https://groups.google.com./g/net.politics/c/NkUPVc2lfhA",1984-11-01,13,"netpolitics"
"NG04_TH02126","TH02126","NG04","history","https://groups.google.com./g/net.politics/c/T8ZPGUJ1JVA",1984-11-01,1,"netpolitics"
"NG04_TH02125","TH02125","NG04","Answers to ??? on Libertarianism","https://groups.google.com./g/net.politics/c/ziD5Xi2GUtc",1984-11-01,1,"netpolitics"
"NG04_TH02124","TH02124","NG04","Private Fire Departments","https://groups.google.com./g/net.politics/c/BbJhoXd9zGI",1984-11-01,1,"netpolitics"
"NG04_TH02123","TH02123","NG04","Libertarianism in One Lesson","https://groups.google.com./g/net.politics/c/aXkbZfhNFHM",1984-11-01,7,"netpolitics"
"NG04_TH02122","TH02122","NG04","Ballistic Missile Defense","https://groups.google.com./g/net.politics/c/R3a5nl-lsGM",1984-10-31,25,"netpolitics"
"NG04_TH02121","TH02121","NG04","Liberal media bias","https://groups.google.com./g/net.politics/c/A5n7SO9krQw",1984-10-31,17,"netpolitics"
"NG04_TH02120","TH02120","NG04","More reasons to vote for Mondale","https://groups.google.com./g/net.politics/c/wF6x4YX4qWU",1984-10-31,1,"netpolitics"
"NG04_TH02119","TH02119","NG04","women leaders","https://groups.google.com./g/net.politics/c/nw5zQoDoM3E",1984-10-31,1,"netpolitics"
"NG04_TH02118","TH02118","NG04","A Reminder","https://groups.google.com./g/net.politics/c/nWvunvGibH8",1984-10-31,1,"netpolitics"
"NG04_TH02117","TH02117","NG04","Reagan","https://groups.google.com./g/net.politics/c/DNjMLsC7h-E",1984-10-31,1,"netpolitics"
"NG04_TH02116","TH02116","NG04","Bush--Ferraro Debate","https://groups.google.com./g/net.politics/c/gTtHFZdCBvk",1984-10-31,1,"netpolitics"
"NG04_TH02115","TH02115","NG04","Reducing the deficit by budget cuts","https://groups.google.com./g/net.politics/c/I_wXAH8qkVU",1984-10-31,1,"netpolitics"
"NG04_TH02114","TH02114","NG04","INdira Gandhi","https://groups.google.com./g/net.politics/c/t5lmJERZQzE",1984-10-31,1,"netpolitics"
"NG04_TH02113","TH02113","NG04","Who libertarians should not vote for","https://groups.google.com./g/net.politics/c/-jES7Bt_1ro",1984-10-31,1,"netpolitics"
"NG04_TH02112","TH02112","NG04","LaRouche campaign financing fraud","https://groups.google.com./g/net.politics/c/Loq2RfBtNJo",1984-10-30,1,"netpolitics"
"NG04_TH02111","TH02111","NG04","Taxes and the Deficit- Apologies to George Lake","https://groups.google.com./g/net.politics/c/vZeH-5extNg",1984-10-30,1,"netpolitics"
"NG04_TH02110","TH02110","NG04","Trisha Loves BIG BROTHER","https://groups.google.com./g/net.politics/c/HtTDvKT4nds",1984-10-30,2,"netpolitics"
"NG04_TH02109","TH02109","NG04","AN EXERCISE IN DEMOCRACY (NICARAGUA AND URUGUAY)","https://groups.google.com./g/net.politics/c/XdeV9sn2NvU",1984-10-30,1,"netpolitics"
"NG04_TH02108","TH02108","NG04","Lyndon LaRouche","https://groups.google.com./g/net.politics/c/9s4iN7e0Jrc",1984-10-30,7,"netpolitics"
"NG04_TH02107","TH02107","NG04","So willing to die","https://groups.google.com./g/net.politics/c/mPijqnmnapg",1984-10-30,1,"netpolitics"
"NG04_TH02106","TH02106","NG04","Their contagion, our prosperity","https://groups.google.com./g/net.politics/c/1TiylNJ-Ako",1984-10-30,1,"netpolitics"
