"NG_TH_ID","TH_ID","NG_ID","Thread.Title","URL","Date","Number.of.Messages","newsgroup"
"NG06_TH00821","TH00821","NG06","pet names","https://groups.google.com./g/net.singles/c/ATS4ORLqu9Y",1983-07-28,2,"netsingles"
"NG06_TH00820","TH00820","NG06","Breaking the platonic inertia","https://groups.google.com./g/net.singles/c/WWqJ4Gcr-_0",1983-07-28,1,"netsingles"
"NG06_TH00819","TH00819","NG06","lying to pick up MOTOS","https://groups.google.com./g/net.singles/c/dVCgVuZ6EMQ",1983-07-27,2,"netsingles"
"NG06_TH00818","TH00818","NG06","Input from Women","https://groups.google.com./g/net.singles/c/QX8L0BtWUJk",1983-07-27,1,"netsingles"
"NG06_TH00817","TH00817","NG06","maturity","https://groups.google.com./g/net.singles/c/kpC-bKPkIy4",1983-07-27,3,"netsingles"
"NG06_TH00816","TH00816","NG06","The Heritage Hunt","https://groups.google.com./g/net.singles/c/-wB2vF2M39Q",1983-07-27,1,"netsingles"
"NG06_TH00815","TH00815","NG06","from UNDERSTANDING HUMAN SEXUALITY","https://groups.google.com./g/net.singles/c/jqk_ZAtDsIg",1983-07-27,1,"netsingles"
"NG06_TH00814","TH00814","NG06","Singles Clubs/Organizations and RELIGION - a questionaire I got","https://groups.google.com./g/net.singles/c/u0ZSmbxDIgE",1983-07-26,1,"netsingles"
"NG06_TH00813","TH00813","NG06","What do you think about techniques? - (nf)","https://groups.google.com./g/net.singles/c/UnObeU7CV6M",1983-07-26,1,"netsingles"
"NG06_TH00812","TH00812","NG06","more bad guys getting girls","https://groups.google.com./g/net.singles/c/f9K97Aawago",1983-07-25,3,"netsingles"
"NG06_TH00811","TH00811","NG06","ON AGE","https://groups.google.com./g/net.singles/c/3uOhy2riPuU",1983-07-25,2,"netsingles"
"NG06_TH00810","TH00810","NG06","Comments from a new reader - (nf)","https://groups.google.com./g/net.singles/c/4vLJTKo6HkI",1983-07-25,1,"netsingles"
"NG06_TH00809","TH00809","NG06","Freezing under pressure -- the replies","https://groups.google.com./g/net.singles/c/Bp1ZvxSn8fA",1983-07-25,1,"netsingles"
"NG06_TH00808","TH00808","NG06","Orphaned Response - (nf)","https://groups.google.com./g/net.singles/c/FLhkKNQq8wk",1983-07-25,1,"netsingles"
"NG06_TH00807","TH00807","NG06","Maturity, high school, and the media.","https://groups.google.com./g/net.singles/c/pCdzYH8TRto",1983-07-25,1,"netsingles"
"NG06_TH00806","TH00806","NG06","Maturity","https://groups.google.com./g/net.singles/c/JqKeIj-TPV0",1983-07-24,1,"netsingles"
"NG06_TH00805","TH00805","NG06","Inquiry about get together at USENIX","https://groups.google.com./g/net.singles/c/XrpInG6Rw_s",1983-07-24,2,"netsingles"
"NG06_TH00804","TH00804","NG06","Age, corn flakes, maturity","https://groups.google.com./g/net.singles/c/BV8ibgz5_90",1983-07-23,1,"netsingles"
"NG06_TH00803","TH00803","NG06","The age of 19","https://groups.google.com./g/net.singles/c/8kzmT4MO7Hw",1983-07-22,4,"netsingles"
"NG06_TH00802","TH00802","NG06","Jewish singles","https://groups.google.com./g/net.singles/c/hwBpQJCw5ig",1983-07-22,1,"netsingles"
"NG06_TH00801","TH00801","NG06","Interactions Query","https://groups.google.com./g/net.singles/c/aSP8smve2GQ",1983-07-22,1,"netsingles"
"NG06_TH00800","TH00800","NG06","more about eighteen and nineteen","https://groups.google.com./g/net.singles/c/ft-Qn7oqkAo",1983-07-22,1,"netsingles"
"NG06_TH00799","TH00799","NG06","get-together at USENIX","https://groups.google.com./g/net.singles/c/SAmLitF44kk",1983-07-22,1,"netsingles"
"NG06_TH00798","TH00798","NG06","pet names","https://groups.google.com./g/net.singles/c/EXPwSKAyXa4",1983-07-22,7,"netsingles"
"NG06_TH00797","TH00797","NG06","being shy","https://groups.google.com./g/net.singles/c/LaX9tIF7CGA",1983-07-22,1,"netsingles"
"NG06_TH00796","TH00796","NG06","Pet Names","https://groups.google.com./g/net.singles/c/7Sj1upQl1LA",1983-07-21,24,"netsingles"
"NG06_TH00795","TH00795","NG06","more bad guys getting girls - (nf)","https://groups.google.com./g/net.singles/c/2Nr3PDT5scM",1983-07-21,1,"netsingles"
"NG06_TH00794","TH00794","NG06","qoute","https://groups.google.com./g/net.singles/c/MlkVRAOTOaE",1983-07-21,1,"netsingles"
"NG06_TH00793","TH00793","NG06","NINETEEN","https://groups.google.com./g/net.singles/c/PyL1ntjESeQ",1983-07-21,1,"netsingles"
"NG06_TH00792","TH00792","NG06","(Bad) Boy gets Girsl, Uuh!","https://groups.google.com./g/net.singles/c/9s5xgGnvzNU",1983-07-21,1,"netsingles"
"NG06_TH00791","TH00791","NG06","What do I think about techniques. - (nf)","https://groups.google.com./g/net.singles/c/aaa8g7mxIqY",1983-07-21,1,"netsingles"
"NG06_TH00790","TH00790","NG06","High-Tech Kinky Sex?? - (nf)","https://groups.google.com./g/net.singles/c/QY6px43Tqdw",1983-07-20,1,"netsingles"
"NG06_TH00789","TH00789","NG06","CALLING ALL CHRISTIAN SINGLES","https://groups.google.com./g/net.singles/c/f2-KMiLh7aA",1983-07-20,6,"netsingles"
"NG06_TH00788","TH00788","NG06","Congressmen & Pages","https://groups.google.com./g/net.singles/c/Al2D6izQDWk",1983-07-20,1,"netsingles"
"NG06_TH00787","TH00787","NG06","Pet Names","https://groups.google.com./g/net.singles/c/wMYnr3Kyb_A",1983-07-20,5,"netsingles"
"NG06_TH00786","TH00786","NG06","What do you think about techniques? - (nf)","https://groups.google.com./g/net.singles/c/tjx4PoJbjuw",1983-07-20,2,"netsingles"
"NG06_TH00785","TH00785","NG06","how true","https://groups.google.com./g/net.singles/c/UUcuK19yVDU",1983-07-19,1,"netsingles"
"NG06_TH00784","TH00784","NG06","High-Tech Kinky Sex??","https://groups.google.com./g/net.singles/c/Yy1Q7gms9xo",1983-07-19,2,"netsingles"
"NG06_TH00783","TH00783","NG06","""Re: platonic inertia""","https://groups.google.com./g/net.singles/c/l2BAN1soLYw",1983-07-19,2,"netsingles"
"NG06_TH00782","TH00782","NG06","Pet names","https://groups.google.com./g/net.singles/c/aiYaSsQpzdw",1983-07-18,1,"netsingles"
"NG06_TH00781","TH00781","NG06","Another story...","https://groups.google.com./g/net.singles/c/BEqqJftu9c4",1983-07-18,1,"netsingles"
"NG06_TH00780","TH00780","NG06","Dividing by 2","https://groups.google.com./g/net.singles/c/5oJf_FXDNUI",1983-07-17,2,"netsingles"
"NG06_TH00779","TH00779","NG06","Nice/Aggressive","https://groups.google.com./g/net.singles/c/c1UKfeJpjLU",1983-07-16,2,"netsingles"
"NG06_TH00778","TH00778","NG06","cheap thrills","https://groups.google.com./g/net.singles/c/WvnlTDhIpj8",1983-07-16,2,"netsingles"
"NG06_TH00777","TH00777","NG06","I don't know, what do you want to do?","https://groups.google.com./g/net.singles/c/El48IdcsQ9g",1983-07-16,10,"netsingles"
"NG06_TH00776","TH00776","NG06","Places To Meet","https://groups.google.com./g/net.singles/c/2KnIjwoHSGg",1983-07-15,2,"netsingles"
"NG06_TH00775","TH00775","NG06","Nice guys and others again","https://groups.google.com./g/net.singles/c/FWolBmi3oFw",1983-07-15,4,"netsingles"
"NG06_TH00774","TH00774","NG06","A personal","https://groups.google.com./g/net.singles/c/lNECMvSuFf8",1983-07-15,1,"netsingles"
"NG06_TH00773","TH00773","NG06","platonic inertia - (nf)","https://groups.google.com./g/net.singles/c/mu-uGSr-F3E",1983-07-15,1,"netsingles"
"NG06_TH00772","TH00772","NG06","What do you think about techniques?","https://groups.google.com./g/net.singles/c/4JkD5S48dFs",1983-07-14,1,"netsingles"
"NG06_TH00771","TH00771","NG06","pet names - (nf)","https://groups.google.com./g/net.singles/c/knH4dEAMYyU",1983-07-13,1,"netsingles"
"NG06_TH00770","TH00770","NG06","A late night random thought","https://groups.google.com./g/net.singles/c/a8doBXsPRkw",1983-07-13,1,"netsingles"
"NG06_TH00769","TH00769","NG06","A personal","https://groups.google.com./g/net.singles/c/F-sshs6W5QU",1983-07-13,2,"netsingles"
"NG06_TH00768","TH00768","NG06","Marriage and long life","https://groups.google.com./g/net.singles/c/peUsxUh1d6o",1983-07-13,1,"netsingles"
"NG06_TH00767","TH00767","NG06","Places To Meet","https://groups.google.com./g/net.singles/c/j8etx1W_mhA",1983-07-13,1,"netsingles"
"NG06_TH00766","TH00766","NG06","Denver Area Potluck!!","https://groups.google.com./g/net.singles/c/eoqGHE7raA8",1983-07-13,1,"netsingles"
"NG06_TH00765","TH00765","NG06","How two people met - (nf)","https://groups.google.com./g/net.singles/c/DIpBgult2GA",1983-07-13,2,"netsingles"
"NG06_TH00764","TH00764","NG06","Nice guys and others again","https://groups.google.com./g/net.singles/c/hDtpy54LFn8",1983-07-13,2,"netsingles"
"NG06_TH00763","TH00763","NG06","pet names","https://groups.google.com./g/net.singles/c/QzrYayHKHg0",1983-07-13,5,"netsingles"
"NG06_TH00762","TH00762","NG06","techniques","https://groups.google.com./g/net.singles/c/jMnWlvfvC6I",1983-07-13,1,"netsingles"
"NG06_TH00761","TH00761","NG06","What do I think about techniques.","https://groups.google.com./g/net.singles/c/YNuuY9Sf9pw",1983-07-13,1,"netsingles"
"NG06_TH00760","TH00760","NG06","How to meet people...","https://groups.google.com./g/net.singles/c/oIDQqjyPU5E",1983-07-13,3,"netsingles"
"NG06_TH00759","TH00759","NG06","potluck near Boulder Colorado","https://groups.google.com./g/net.singles/c/DbQXzCSGpqE",1983-07-13,1,"netsingles"
"NG06_TH00758","TH00758","NG06","Pet names - (nf)","https://groups.google.com./g/net.singles/c/CDrxiNqq4_0",1983-07-12,1,"netsingles"
"NG06_TH00757","TH00757","NG06","What shall we do this weekend ?","https://groups.google.com./g/net.singles/c/rZURcEji934",1983-07-11,1,"netsingles"
"NG06_TH00756","TH00756","NG06","platonic inertia - (nf)","https://groups.google.com./g/net.singles/c/tBVdGyDOSTc",1983-07-08,1,"netsingles"
"NG06_TH00755","TH00755","NG06","Love/In Love comments...","https://groups.google.com./g/net.singles/c/zC0ZT_ynikw",1983-07-08,1,"netsingles"
"NG06_TH00754","TH00754","NG06","""Re: Pet names""","https://groups.google.com./g/net.singles/c/uR5FGvQSBHE",1983-07-08,2,"netsingles"
"NG06_TH00753","TH00753","NG06","Pet names","https://groups.google.com./g/net.singles/c/oNIs7jNbXmQ",1983-07-08,2,"netsingles"
"NG06_TH00752","TH00752","NG06","Pet Names Again","https://groups.google.com./g/net.singles/c/95YLhkuXsA8",1983-07-08,1,"netsingles"
"NG06_TH00751","TH00751","NG06","things to do on a date","https://groups.google.com./g/net.singles/c/VHofPAnW3po",1983-07-07,1,"netsingles"
"NG06_TH00750","TH00750","NG06","How did my parents meet?","https://groups.google.com./g/net.singles/c/m8wtZiPtTwI",1983-07-07,1,"netsingles"
"NG06_TH00749","TH00749","NG06","Your a nice guy but... - (nf)","https://groups.google.com./g/net.singles/c/MUCkkhjwZ_0",1983-07-07,2,"netsingles"
"NG06_TH00748","TH00748","NG06","Square Dancing - (nf)","https://groups.google.com./g/net.singles/c/GDGo8ZRigBA",1983-07-07,2,"netsingles"
"NG06_TH00747","TH00747","NG06","Get Together at USENIX","https://groups.google.com./g/net.singles/c/6l6QsQFcJek",1983-07-06,1,"netsingles"
"NG06_TH00746","TH00746","NG06","true confession: i read cosmo...","https://groups.google.com./g/net.singles/c/ToApVUW0j2M",1983-07-05,1,"netsingles"
"NG06_TH00745","TH00745","NG06","How We Met","https://groups.google.com./g/net.singles/c/NFWgiKUcHfw",1983-07-04,1,"netsingles"
"NG06_TH00744","TH00744","NG06","Re Pet Names","https://groups.google.com./g/net.singles/c/stNZdp5ptI4",1983-07-03,1,"netsingles"
"NG06_TH00743","TH00743","NG06","true confession: i read cosmo... - (nf)","https://groups.google.com./g/net.singles/c/fcTnTIDuD3M",1983-07-02,1,"netsingles"
"NG06_TH00742","TH00742","NG06","A Personal Reply","https://groups.google.com./g/net.singles/c/fr_nhTl8VXM",1983-07-02,1,"netsingles"
"NG06_TH00741","TH00741","NG06","true confession: i read cosmo...","https://groups.google.com./g/net.singles/c/kA3OXVc-SB4",1983-07-01,1,"netsingles"
"NG06_TH00740","TH00740","NG06","""Ad?""","https://groups.google.com./g/net.singles/c/uGkFRum45hI",1983-07-01,1,"netsingles"
"NG06_TH00739","TH00739","NG06","How my wife's parents met","https://groups.google.com./g/net.singles/c/EkKcpb2jM8c",1983-07-01,1,"netsingles"
"NG06_TH00738","TH00738","NG06","another meet ad","https://groups.google.com./g/net.singles/c/wm4XuXjMbZw",1983-06-29,2,"netsingles"
"NG06_TH00737","TH00737","NG06","How my parents met (a war story).","https://groups.google.com./g/net.singles/c/w-Ds-klRkOw",1983-06-29,2,"netsingles"
"NG06_TH00736","TH00736","NG06","Seeking Housing near Stanford University","https://groups.google.com./g/net.singles/c/KAUZqR5ZpZI",1983-06-29,1,"netsingles"
"NG06_TH00735","TH00735","NG06","How did your parents meet? - (nf)","https://groups.google.com./g/net.singles/c/1VzTimYtSnA",1983-06-29,1,"netsingles"
"NG06_TH00734","TH00734","NG06","How did your parents meet?","https://groups.google.com./g/net.singles/c/KwctyS9w9Y4",1983-06-28,2,"netsingles"
"NG06_TH00733","TH00733","NG06","love at first sight?","https://groups.google.com./g/net.singles/c/6qconepYYbM",1983-06-26,2,"netsingles"
"NG06_TH00732","TH00732","NG06","A Personal","https://groups.google.com./g/net.singles/c/CnQ8dOg765U",1983-06-26,1,"netsingles"
"NG06_TH00731","TH00731","NG06","What Martha said (PLEASE READ THIS)","https://groups.google.com./g/net.singles/c/K3x22cBmBbE",1983-06-24,1,"netsingles"
"NG06_TH00730","TH00730","NG06","California Dreaming","https://groups.google.com./g/net.singles/c/A98BZGoSzC4",1983-06-23,1,"netsingles"
"NG06_TH00729","TH00729","NG06","Pushing careers...","https://groups.google.com./g/net.singles/c/vF0Z8iiLBu0",1983-06-23,1,"netsingles"
"NG06_TH00728","TH00728","NG06","How did your parents meet? - (nf)","https://groups.google.com./g/net.singles/c/BbHLickGW7o",1983-06-23,6,"netsingles"
"NG06_TH00727","TH00727","NG06","California Dreaming","https://groups.google.com./g/net.singles/c/2rCws7lq5UA",1983-06-22,1,"netsingles"
"NG06_TH00726","TH00726","NG06","The BEST Relationships","https://groups.google.com./g/net.singles/c/e5fCoGaOz7U",1983-06-22,1,"netsingles"
"NG06_TH00725","TH00725","NG06","How my (great grand) parents met","https://groups.google.com./g/net.singles/c/fDSAozjTDKs",1983-06-22,1,"netsingles"
"NG06_TH00724","TH00724","NG06","re porgies","https://groups.google.com./g/net.singles/c/5aAPC5DCrYU",1983-06-22,1,"netsingles"
"NG06_TH00723","TH00723","NG06","How did your parents meet?","https://groups.google.com./g/net.singles/c/8Pe-4uMzRhY",1983-06-21,14,"netsingles"
"NG06_TH00722","TH00722","NG06","Areyouready..... - (nf)","https://groups.google.com./g/net.singles/c/_WmUqjRydNQ",1983-06-21,1,"netsingles"
"NG06_TH00721","TH00721","NG06","commitment","https://groups.google.com./g/net.singles/c/VskgiQuMFcw",1983-06-21,1,"netsingles"
"NG06_TH00720","TH00720","NG06","Do you communicate differently via computers?","https://groups.google.com./g/net.singles/c/A0bO8dnc0EA",1983-06-20,1,"netsingles"
"NG06_TH00719","TH00719","NG06","How mine met...","https://groups.google.com./g/net.singles/c/Ziy1vuGAvwk",1983-06-20,2,"netsingles"
"NG06_TH00718","TH00718","NG06","The best relationships","https://groups.google.com./g/net.singles/c/L7F6mBnGDVQ",1983-06-20,2,"netsingles"
"NG06_TH00717","TH00717","NG06","When all the trouble began.","https://groups.google.com./g/net.singles/c/JDKDwBmdz08",1983-06-20,2,"netsingles"
"NG06_TH00716","TH00716","NG06","what Martha said","https://groups.google.com./g/net.singles/c/sPZGxh5TuzM",1983-06-18,1,"netsingles"
"NG06_TH00715","TH00715","NG06","A pointer for women","https://groups.google.com./g/net.singles/c/zDisWdzaiSQ",1983-06-18,1,"netsingles"
"NG06_TH00714","TH00714","NG06","Pushing careers...","https://groups.google.com./g/net.singles/c/pSg4nUBsm6U",1983-06-17,1,"netsingles"
"NG06_TH00713","TH00713","NG06","How my parents met","https://groups.google.com./g/net.singles/c/K-bVcrR9Afw",1983-06-17,2,"netsingles"
"NG06_TH00712","TH00712","NG06","Areyouready.....","https://groups.google.com./g/net.singles/c/u60wR4XsneQ",1983-06-17,1,"netsingles"
"NG06_TH00711","TH00711","NG06","Nice Guys - (nf)","https://groups.google.com./g/net.singles/c/scEKaNmAFwE",1983-06-17,1,"netsingles"
"NG06_TH00710","TH00710","NG06","A Poem about Love by William Blake","https://groups.google.com./g/net.singles/c/ft-zMijvJGc",1983-06-16,1,"netsingles"
"NG06_TH00709","TH00709","NG06","true confession: i read cosmo...","https://groups.google.com./g/net.singles/c/_U3KH08_nwc",1983-06-16,1,"netsingles"
"NG06_TH00708","TH00708","NG06","How did your parents meet","https://groups.google.com./g/net.singles/c/cMgNQoSKlkI",1983-06-16,1,"netsingles"
"NG06_TH00707","TH00707","NG06","Shy not, my friends!","https://groups.google.com./g/net.singles/c/iAp5Tf08qHg",1983-06-16,1,"netsingles"
"NG06_TH00706","TH00706","NG06","The Best Relationship","https://groups.google.com./g/net.singles/c/C5SyBWxygiY",1983-06-15,1,"netsingles"
"NG06_TH00705","TH00705","NG06","Jersey Beaches","https://groups.google.com./g/net.singles/c/-_AM-Z32ZDo",1983-06-15,2,"netsingles"
"NG06_TH00704","TH00704","NG06","Dear shy","https://groups.google.com./g/net.singles/c/I5WXyt-8ZB0",1983-06-15,3,"netsingles"
"NG06_TH00703","TH00703","NG06","Hug an Engineer today","https://groups.google.com./g/net.singles/c/8hZIgSIxoLs",1983-06-15,1,"netsingles"
"NG06_TH00702","TH00702","NG06","Dear shy","https://groups.google.com./g/net.singles/c/SUjAxFU7hvM",1983-06-14,1,"netsingles"
"NG06_TH00701","TH00701","NG06","How did your parents meet?","https://groups.google.com./g/net.singles/c/cenfF4qSP5o",1983-06-14,1,"netsingles"
"NG06_TH00700","TH00700","NG06","How did your parents meet? - (nf)","https://groups.google.com./g/net.singles/c/FD46j4Rq2Wc",1983-06-13,1,"netsingles"
"NG06_TH00699","TH00699","NG06","topic for discussion","https://groups.google.com./g/net.singles/c/u3AwNapM5sg",1983-06-13,1,"netsingles"
"NG06_TH00698","TH00698","NG06","You're a nice guy but...","https://groups.google.com./g/net.singles/c/yOR5APKfWlc",1983-06-13,1,"netsingles"
"NG06_TH00697","TH00697","NG06","Best ""nice guy"" line","https://groups.google.com./g/net.singles/c/cXTjyvhgwpM",1983-06-13,1,"netsingles"
"NG06_TH00696","TH00696","NG06","how my parents met","https://groups.google.com./g/net.singles/c/lyFrP1ZerCI",1983-06-13,1,"netsingles"
"NG06_TH00695","TH00695","NG06","meeting sposes","https://groups.google.com./g/net.singles/c/2VfS50aK1M0",1983-06-13,1,"netsingles"
"NG06_TH00694","TH00694","NG06","Nice Guys - (nf)","https://groups.google.com./g/net.singles/c/hbKJkFj8GY4",1983-06-12,1,"netsingles"
"NG06_TH00693","TH00693","NG06","Pick-up line of the day","https://groups.google.com./g/net.singles/c/-swa2VbdzHM",1983-06-11,2,"netsingles"
"NG06_TH00692","TH00692","NG06","apologize poem - (nf)","https://groups.google.com./g/net.singles/c/vUfhGxi6QeM",1983-06-10,2,"netsingles"
"NG06_TH00691","TH00691","NG06","Re Tips and Pointers from H.L Mencken","https://groups.google.com./g/net.singles/c/DbzrceonSA0",1983-06-10,1,"netsingles"
"NG06_TH00690","TH00690","NG06","Your a nice guy but...","https://groups.google.com./g/net.singles/c/k3et0DPexk4",1983-06-10,1,"netsingles"
"NG06_TH00689","TH00689","NG06","net to nowhere","https://groups.google.com./g/net.singles/c/YSknfnSkiLY",1983-06-09,1,"netsingles"
"NG06_TH00688","TH00688","NG06","Nice Guys","https://groups.google.com./g/net.singles/c/4SjGmObmdHg",1983-06-09,4,"netsingles"
"NG06_TH00687","TH00687","NG06","On your knees and apologize","https://groups.google.com./g/net.singles/c/-d8s6F4CJ0g",1983-06-08,1,"netsingles"
"NG06_TH00686","TH00686","NG06","miniskirts and where are the single guys","https://groups.google.com./g/net.singles/c/p8bligQdyiE",1983-06-07,2,"netsingles"
"NG06_TH00685","TH00685","NG06","Tips and Pointers from H.L Mencken","https://groups.google.com./g/net.singles/c/Jk9EM-Y0ju4",1983-06-07,1,"netsingles"
"NG06_TH00684","TH00684","NG06","apologize poem","https://groups.google.com./g/net.singles/c/vhYwH-HSvqg",1983-06-07,1,"netsingles"
"NG06_TH00683","TH00683","NG06","wise guys","https://groups.google.com./g/net.singles/c/2TA-7aIi308",1983-06-06,1,"netsingles"
"NG06_TH00682","TH00682","NG06","Jerks and Nice Guys","https://groups.google.com./g/net.singles/c/N9zekYprq48",1983-06-06,2,"netsingles"
"NG06_TH00681","TH00681","NG06","Where to go on first dates","https://groups.google.com./g/net.singles/c/wk0y2R5G6ec",1983-06-06,2,"netsingles"
"NG06_TH00680","TH00680","NG06","Magazines and MOTOS attraction","https://groups.google.com./g/net.singles/c/kApsEMw_5Bg",1983-06-05,1,"netsingles"
"NG06_TH00679","TH00679","NG06","Generic nice guys, generic jerks","https://groups.google.com./g/net.singles/c/CNapswhlXng",1983-06-04,2,"netsingles"
"NG06_TH00678","TH00678","NG06","A pointer for women","https://groups.google.com./g/net.singles/c/eXEQHKqkurI",1983-06-03,1,"netsingles"
"NG06_TH00677","TH00677","NG06","test","https://groups.google.com./g/net.singles/c/j_9iNs_xgAY",1983-06-03,1,"netsingles"
"NG06_TH00676","TH00676","NG06","HELP!","https://groups.google.com./g/net.singles/c/2MpmQw1Ikvg",1983-06-03,1,"netsingles"
"NG06_TH00675","TH00675","NG06","What women want...","https://groups.google.com./g/net.singles/c/ghAQhqSp3ME",1983-06-03,1,"netsingles"
"NG06_TH00674","TH00674","NG06","Being yourself.","https://groups.google.com./g/net.singles/c/viKrSWznSRc",1983-06-03,1,"netsingles"
"NG06_TH00673","TH00673","NG06","The Defense for Nice Guys","https://groups.google.com./g/net.singles/c/_ITknFyQFNA",1983-06-03,1,"netsingles"
"NG06_TH00672","TH00672","NG06","jerks??? - (nf)","https://groups.google.com./g/net.singles/c/hZGX01kQN1E",1983-06-02,1,"netsingles"
"NG06_TH00671","TH00671","NG06","Possible Conversations - (nf)","https://groups.google.com./g/net.singles/c/DQ_X1JYUMIk",1983-06-02,1,"netsingles"
"NG06_TH00670","TH00670","NG06","nice guys finish last and how to attract a woman","https://groups.google.com./g/net.singles/c/2VX55oit_KI",1983-06-02,2,"netsingles"
"NG06_TH00669","TH00669","NG06","Wanted: Recipe for Long Island Iced Tea (Again)","https://groups.google.com./g/net.singles/c/orBZoy3zbf4",1983-06-02,2,"netsingles"
"NG06_TH00668","TH00668","NG06","Areyouready.....","https://groups.google.com./g/net.singles/c/VDEKoLkfKH8",1983-06-02,1,"netsingles"
"NG06_TH00667","TH00667","NG06","Ice Tea Request","https://groups.google.com./g/net.singles/c/qCM1APcHsf4",1983-06-02,1,"netsingles"
"NG06_TH00666","TH00666","NG06","Ice Tea request","https://groups.google.com./g/net.singles/c/JIPJ0TNcw4Q",1983-06-02,1,"netsingles"
"NG06_TH00665","TH00665","NG06","Long Island Iced Tea and parties","https://groups.google.com./g/net.singles/c/RezJwn3d__8",1983-06-02,1,"netsingles"
"NG06_TH00664","TH00664","NG06","Asking Men Out","https://groups.google.com./g/net.singles/c/tzDMzhBIPrM",1983-06-02,1,"netsingles"
"NG06_TH00663","TH00663","NG06","Ms. Poifect and potatoes - (nf)","https://groups.google.com./g/net.singles/c/UdQXCJiLINI",1983-06-01,2,"netsingles"
"NG06_TH00662","TH00662","NG06","MOPS","https://groups.google.com./g/net.singles/c/tJUTsLiCHmU",1983-06-01,1,"netsingles"
"NG06_TH00661","TH00661","NG06","NICE GUYS","https://groups.google.com./g/net.singles/c/-wLv-PUMXvY",1983-05-31,1,"netsingles"
"NG06_TH00660","TH00660","NG06","nice guys finish last...","https://groups.google.com./g/net.singles/c/1OZkkxTZsh4",1983-05-30,1,"netsingles"
"NG06_TH00659","TH00659","NG06","Square Dancing","https://groups.google.com./g/net.singles/c/Q5AJ4B7OBY0",1983-05-30,1,"netsingles"
"NG06_TH00658","TH00658","NG06","Orphaned Response - (nf)","https://groups.google.com./g/net.singles/c/dAKsP67D6Oc",1983-05-28,2,"netsingles"
"NG06_TH00657","TH00657","NG06","Party Themes","https://groups.google.com./g/net.singles/c/lfvctiBXTFw",1983-05-27,1,"netsingles"
"NG06_TH00656","TH00656","NG06","Stupid question: What's MOTO? - (nf)","https://groups.google.com./g/net.singles/c/U1YU8d6qOAk",1983-05-27,1,"netsingles"
"NG06_TH00655","TH00655","NG06","PARTY TIME","https://groups.google.com./g/net.singles/c/6pAxLGqfWNI",1983-05-26,1,"netsingles"
"NG06_TH00654","TH00654","NG06","Saumya Debray's questions","https://groups.google.com./g/net.singles/c/jI5TJeWZrJU",1983-05-26,1,"netsingles"
"NG06_TH00653","TH00653","NG06","dancing - (nf)","https://groups.google.com./g/net.singles/c/jdfQlVEEYQ8",1983-05-26,1,"netsingles"
"NG06_TH00652","TH00652","NG06","anybody","https://groups.google.com./g/net.singles/c/HP8TfKJd-a0",1983-05-25,1,"netsingles"
"NG06_TH00651","TH00651","NG06","CALLING ALL JEWISH SINGLES","https://groups.google.com./g/net.singles/c/eFVsK5tjGY8",1983-05-24,1,"netsingles"
"NG06_TH00650","TH00650","NG06","PARTY TIME","https://groups.google.com./g/net.singles/c/249O51UxUqQ",1983-05-24,1,"netsingles"
"NG06_TH00649","TH00649","NG06","ATHEIST apology","https://groups.google.com./g/net.singles/c/bosLtN4o0KM",1983-05-24,1,"netsingles"
"NG06_TH00648","TH00648","NG06","All you Good Christians","https://groups.google.com./g/net.singles/c/iz9iyyKgMRc",1983-05-24,1,"netsingles"
"NG06_TH00647","TH00647","NG06","Royal Ostracism","https://groups.google.com./g/net.singles/c/YLz5ju3SYYI",1983-05-23,1,"netsingles"
"NG06_TH00646","TH00646","NG06","sex, love, marriage","https://groups.google.com./g/net.singles/c/8jte5ocBLNQ",1983-05-22,1,"netsingles"
"NG06_TH00645","TH00645","NG06","Possible Conversations","https://groups.google.com./g/net.singles/c/zGKoruMZChY",1983-05-21,2,"netsingles"
"NG06_TH00644","TH00644","NG06","The ""Perfect"" Woman","https://groups.google.com./g/net.singles/c/nqs0BDUeL1U",1983-05-20,1,"netsingles"
"NG06_TH00643","TH00643","NG06","hug buttons","https://groups.google.com./g/net.singles/c/ocfM8K2W25Y",1983-05-19,1,"netsingles"
"NG06_TH00642","TH00642","NG06","Orphaned Response - (nf)","https://groups.google.com./g/net.singles/c/aiOih0TM2T4",1983-05-18,1,"netsingles"
"NG06_TH00641","TH00641","NG06","If You Don't Like to Party...","https://groups.google.com./g/net.singles/c/xvYEm8jvWJk",1983-05-18,1,"netsingles"
"NG06_TH00640","TH00640","NG06","What do you think...","https://groups.google.com./g/net.singles/c/fSlFC8VW5Pg",1983-05-18,4,"netsingles"
"NG06_TH00639","TH00639","NG06","Unequal Emotions","https://groups.google.com./g/net.singles/c/BzzzhmD2p5U",1983-05-18,1,"netsingles"
"NG06_TH00638","TH00638","NG06","Indiscriminate hugging","https://groups.google.com./g/net.singles/c/9HYvIXY7Cbw",1983-05-18,1,"netsingles"
"NG06_TH00637","TH00637","NG06","Lady Arwen...","https://groups.google.com./g/net.singles/c/E33B6U_-biM",1983-05-18,3,"netsingles"
"NG06_TH00636","TH00636","NG06","more whens, hows, and wherefores of making your love go wanga-wanga","https://groups.google.com./g/net.singles/c/5P1gB4qayc8",1983-05-17,1,"netsingles"
"NG06_TH00635","TH00635","NG06","Little humor, folks","https://groups.google.com./g/net.singles/c/oMLl7tzXXjg",1983-05-17,1,"netsingles"
